Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1566927680071097,https://www.facebook.com/camaradeputados/posts/1566927680071097,"‪A Câmara aprovou proposta que permite que a Voz do Brasil seja transmitida nas rádios entre 19h e 21h, desde que de forma ininterrupta e com duração de uma hora. O texto segue para sanção presidencial. https://goo.gl/Ybv3ee",Photo,,,03/13/2018 6:18:12 PM, ,22423,22423,0,30131,30131,0,1351,1107,1481,5,7,23431,17512,0,0,1141,0,0,0,0,0,0,0,0,0,0,70,317,174,,74,337,239,,,1001,9,144,,1318,9,154,3,4,,,3,2,,
316136345150243_1565672023529996,https://www.facebook.com/camaradeputados/posts/1565672023529996,"O atendimento emergencial deverá ser prestado no horário de funcionamento do shopping, por profissionais capacitados, de forma gratuita e em ambiente reservado. O shopping poderá contratar serviço de ambulância terceirizado. https://goo.gl/6pSQ7p",Photo,,,03/13/2018 2:05:00 PM, ,11991,11991,0,15170,15170,0,485,374,533,6,6,11697,9292,0,0,389,0,0,0,0,0,0,0,0,0,0,39,136,54,,42,139,70,,,313,10,65,,457,10,66,6,,,,6,,,
316136345150243_1566674486763083,https://www.facebook.com/camaradeputados/posts/1566674486763083,"Agora não são só as crianças que têm direito ao acesso à escola. Alinhada com o que a UNESCO orienta como educação para a vida, a legislação brasileira avançou para incluir também jovens, adultos e idosos que não tiveram acesso à educação na infância. https://goo.gl/TRg8Ss",Photo,,,03/13/2018 11:58:58 AM, ,7708,7708,0,10210,10210,0,292,170,227,7,7,7173,5744,0,0,215,0,0,0,0,0,0,0,0,0,0,37,129,35,,37,130,41,,,132,5,40,,176,5,46,7,,,,7,,,
316136345150243_1562178720545993,https://www.facebook.com/camaradeputados/posts/1562178720545993,"A proposta suspende a pena de condenadas pela justiça criminal que estejam gestantes, lactantes, sejam mães de crianças com deficiência ou tenham filhos de até 6 anos. A medida só seria válida nos casos em que a prisão não ultrapassa 4 anos. O projeto será discutido pelas comissões da Câmara, antes de ir à votação no Plenário. Leia a íntegra da proposta: https://goo.gl/y5G9TM #segurança",Photo,,,03/13/2018 7:03:00 AM, ,21106,21106,0,27026,27026,0,1180,915,1402,6,6,19709,15326,0,0,934,0,0,0,0,0,0,0,0,0,0,80,392,186,,85,407,252,,,832,20,114,,1251,23,128,6,,,,6,,,
316136345150243_1562322470531618,https://www.facebook.com/camaradeputados/posts/1562322470531618,"Projeto cria o Seguro Obrigatório de Acidentes de Trânsito (Soat), em substituição ao atual DPVAT. O objetivo da mudança é estimular a livre concorrência, pois os proprietários poderão contratar a seguradora de sua preferência. https://goo.gl/KwKV5P",Photo,,,03/12/2018 4:05:01 PM, ,29824,29824,0,39962,39962,0,1857,1372,1931,10,11,25291,19176,0,0,1448,0,0,0,0,0,0,0,0,0,0,172,596,142,,187,621,193,,,1212,72,188,,1656,76,199,11,,,,10,,,
316136345150243_1562294043867794,https://www.facebook.com/camaradeputados/posts/1562294043867794,"Pela proposta apresentada, deixar de dar passagem em faixa de pedestre seria equiparado a avançar sinal vermelho e teria o mesmo valor de multa: cinco vezes o valor definido para a infração gravíssima. Pela lei em vigor, a multa é de uma vez o valor para esse tipo de infração. https://goo.gl/KpcH1D",Photo,,,03/12/2018 1:04:00 PM, ,12434,12434,0,16180,16180,0,564,378,570,3,3,11811,9278,0,0,459,0,0,0,0,0,0,0,0,0,0,62,210,60,,68,219,91,,,319,6,74,,484,6,80,3,,,,3,,,
316136345150243_1562400273857171,https://www.facebook.com/camaradeputados/posts/1562400273857171,"Projeto proíbe a divulgação de imagem de vítima de crime ou acidente, com o objetivo de evitar constrangimentos e preservar a intimidade das pessoas. Leia a íntegra da proposta: https://goo.gl/Pgp9ef",Photo,,,03/12/2018 7:08:01 AM, ,20221,20221,0,25663,25663,0,773,484,705,4,4,14792,11742,0,0,525,0,0,0,0,0,0,0,0,0,0,108,327,41,,121,342,59,,,393,17,114,,572,18,115,3,1,,,3,1,,
316136345150243_1559381824159016,https://www.facebook.com/camaradeputados/posts/1559381824159016,"As pessoas com deficiência terão reserva de, pelo menos, 10% das vagas em instituições federais de ensino superior e de ensino técnico de nível médio. Atualmente, o benefício só pode ser usado por quem tiver obrigatoriamente estudado em escolas públicas.  https://goo.gl/rd8F2F",Photo,,,03/09/2018 2:55:00 PM, ,12077,12077,0,15561,15561,0,507,378,504,1,1,12143,9371,0,0,428,0,0,0,0,0,0,0,0,0,0,35,163,60,,37,166,73,,,335,9,52,,440,9,55,1,,,,1,,,
316136345150243_1559076937522838,https://www.facebook.com/camaradeputados/posts/1559076937522838,A proposta inclui as seguintes penas no Estatuto do Idoso: não dar atendimento preferencial (reclusão de 6 meses a 1 ano); deixar de denunciar negligência ou discriminação (reclusão de 6 meses a 1 ano); fraudar cadastro ou laudo (reclusão de 2 a 5 anos); negar ao idoso internado direito a acompanhante (reclusão de 6 meses a 1 ano) e deixar de notificar casos de violência (reclusão de 2 a 5 anos). https://goo.gl/yyJTpW #segurança,Photo,,,03/09/2018 12:05:58 PM, ,14629,14629,0,18455,18455,0,540,314,369,3,3,7628,5989,0,0,217,0,0,0,0,0,0,0,0,0,0,101,235,28,,108,246,30,,,256,3,58,,300,3,66,2,1,,,2,1,,
316136345150243_1562172753879923,https://www.facebook.com/camaradeputados/posts/1562172753879923,"Nesta semana, a Câmara fez uma doação de R$230 milhões para ações de combate à violência contra a mulher e às drogas. https://goo.gl/sCXWXp Também ouviu a pedagoga Sarah Zagury sobre a situação dos adolescentes infratores após o anúncio do fechamento do Educandário Santo Expedito, a maior unidade de internação de jovens no estado do Rio. http://olerj.camara.leg.br/retratos-da-intervencao #olerj #intervencao",Photo,,,03/09/2018 8:25:08 AM, ,8225,8225,0,10358,10358,0,171,122,167,1,1,7874,6370,0,0,129,0,0,0,0,0,0,0,0,0,0,12,51,23,,12,53,28,,,80,2,44,,106,2,59,1,,,,1,,,
316136345150243_1558288950934970,https://www.facebook.com/camaradeputados/posts/1558288950934970,Projeto em discussão na Câmara propõe que os abrigados maiores de 14 anos terão preferência na seleção de aprendiz para contrato de aprendizagem. Leia a íntegra do projeto: https://goo.gl/kC8iGs,Photo,,,03/09/2018 6:02:00 AM, ,11875,11875,0,15214,15214,0,502,375,634,6,6,12613,9779,0,0,426,0,0,0,0,0,0,0,0,0,0,30,175,62,,32,183,116,,,329,12,60,,552,14,68,5,1,,,5,1,,
316136345150243_1560321800731685,https://www.facebook.com/camaradeputados/posts/1560321800731685,"Hoje, 08 de março, comemoramos dois anos do Marco Legal da Primeira Infância. A lei é considerada uma das mais avançadas no mundo na proteção de crianças de 0 a 6 anos. O Centro de Estudos e Debates Estratégicos da Câmara escreveu sobre os avanços do Marco Legal. Leia mais em: https://goo.gl/x6rRZg. A íntegra da lei 13.257/16 você encontra aqui: https://goo.gl/Zp4p5P",Photo,,,03/08/2018 12:01:01 PM, ,6097,6097,0,7547,7547,0,96,65,98,2,2,5886,4674,0,0,81,0,0,0,0,0,0,0,0,0,0,10,39,6,,10,42,8,,,43,3,23,,61,6,31,2,,,,2,,,
316136345150243_1559132554183943,https://www.facebook.com/camaradeputados/posts/1559132554183943,"O profissional trabalhará com alunos que apresentem dificuldades acentuadas de aprendizagem ou limitações no processo de desenvolvimento, dificuldades de comunicação diferenciadas e altas habilidades. https://goo.gl/kmbpzM",Photo,,,03/08/2018 6:04:00 AM, ,8239,8239,0,10425,10425,0,168,90,122,2,2,7719,6182,0,0,135,0,0,0,0,0,0,0,0,0,0,29,85,11,,30,90,15,,,61,11,24,,81,12,29,2,,,,2,,,
316136345150243_1560417547388777,https://www.facebook.com/camaradeputados/videos/1560417547388777/,"Dentro das comemorações pelo Dia Internacional da Mulher, a Câmara apresenta a exposição Violência e Superação. Confira até 31 de março, no corredor de acesso ao Plenário Ulysses Guimarães. A exposição apresenta os avanços promovidos pela atual legislatura para aumentar os direitos das mulheres.",Video,,,03/08/2018 3:00:00 AM, ,6751,6751,0,8947,8947,0,172,123,155,5,5,5892,4399,0,0,114,44,46,0,0,929,980,0,0,3232,56211,16,52,8,,23,56,11,,49,78,1,,50,102,1,,3,2,,,3,2,,
316136345150243_1560431207387411,https://www.facebook.com/camaradeputados/posts/1560431207387411,"Em homenagem ao Dia Internacional da Mulher, a pauta do Plenário da Câmara hoje foi voltada especialmente para debater projetos relacionados com os direitos das mulheres. Os projetos aprovados vão para discussão no Senado Federal. https://goo.gl/kBQ6K4",Photo,,,03/07/2018 4:44:44 PM, ,21470,21470,0,28258,28258,0,1043,747,1049,8,8,16587,12797,0,0,579,0,0,0,0,0,0,0,0,0,0,86,321,63,,90,327,114,,,604,8,184,,849,8,192,7,1,,,7,1,,
316136345150243_1558288514268347,https://www.facebook.com/camaradeputados/posts/1558288514268347,"Caso haja aprovação pelo Plenário da Câmara, será incluído no Código Penal o crime de usar pessoa para facilitar a execução de crime ou a fuga de criminosos. Veja a íntegra do texto do projeto: https://goo.gl/WErgqJ #segurança",Photo,,,03/07/2018 2:19:00 PM, ,639123,639123,0,962835,962835,0,80096,68272,91445,30,32,59832,36384,0,0,5312,0,0,0,0,0,0,0,0,0,0,3702,19912,5507,,3774,21315,7651,,,63349,471,9836,,80256,501,10688,21,10,1,,19,10,1,
316136345150243_1559912924105906,https://www.facebook.com/camaradeputados/posts/1559912924105906,"Atualmente, a legislação prevê que declaração do agente de trânsito já é suficiente para comprovar a infração. O objetivo da proposta é permitir que o motorista tenha prova para poder contestar a infração. https://goo.gl/CZAfKt",Photo,,,03/07/2018 12:10:00 PM, ,37629,37629,0,53542,53542,0,2730,1943,2631,8,8,26572,20236,0,0,1434,0,0,0,0,0,0,0,0,0,0,250,887,163,,263,903,284,,,1714,75,255,,2272,79,280,7,1,,,7,1,,
316136345150243_1559902824106916,https://www.facebook.com/camaradeputados/posts/1559902824106916,"O motorista que for condenado por dirigir veículo usado para receptação, descaminho ou contrabando de mercadorias terá sua habilitação cassada. A matéria segue para análise do Senado Federal. https://goo.gl/hoSkQk",Photo,,,03/07/2018 6:05:00 AM, ,18709,18709,0,24407,24407,0,867,551,769,4,4,16011,12427,0,0,700,0,0,0,0,0,0,0,0,0,0,106,350,78,,109,365,110,,,481,9,88,,668,9,92,4,,,,4,,,
316136345150243_1559342247496307,https://www.facebook.com/camaradeputados/posts/1559342247496307,"Em evento hoje, 6 de março, Câmara oficializou a transferência de R$230 milhões para o Ministério da Segurança Pública para ações de combate às drogas e à violência contra mulher. #segurança",Photo,,,03/06/2018 2:37:41 PM, ,12986,12986,0,16182,16182,0,460,321,487,4,4,13361,10763,0,0,391,0,0,0,0,0,0,0,0,0,0,35,163,71,,36,168,96,,,264,10,60,,405,11,71,4,,,,4,,,
316136345150243_1555092627921269,https://www.facebook.com/camaradeputados/posts/1555092627921269,"Projeto discute a correção da tabela de contribuições, bem como a inclusão de novas deduções. A tabela não é atualizada desde 2015. A proposta em discussão prevê correção anual da tabela do imposto baseada na inflação e a mudança da faixa de isenção de R$ 1.903,98 para R$ 2.157,13. https://goo.gl/NRFpiY",Photo,,,03/06/2018 2:13:37 PM, ,10046,10046,0,13224,13224,0,327,223,256,6,7,8147,6425,0,0,210,0,0,0,0,0,0,0,0,0,0,39,115,29,,40,123,38,,,196,8,29,,215,8,33,7,,,,6,,,
316136345150243_1559039590859906,https://www.facebook.com/camaradeputados/posts/1559039590859906,"As gorduras vegetais hidrogenadas são usadas para aumentar a validade dos produtos. Para alimentos processados o limite deve ser de 5% de gorduras hidrogenadas do total de gorduras. Já para óleos e margarinas, o máximo deve ser de 2%. https://goo.gl/bn6UVJ",Photo,,,03/06/2018 8:11:24 AM, ,10942,10942,0,13905,13905,0,423,268,404,5,5,9843,7805,0,0,312,0,0,0,0,0,0,0,0,0,0,38,186,46,,39,196,84,,,229,9,46,,350,9,45,4,1,,,4,1,,
316136345150243_1558120077618524,https://www.facebook.com/camaradeputados/posts/1558120077618524,"A proposta prevê de um a três anos de prisão para quem pichar ou depredar monumentos tombados. Pela legislação atual, a pena é de detenção de seis meses a um ano. O texto será analisado pelas comissões da Câmara e, em seguida, será debatido no Plenário. https://goo.gl/axkPxV #segurança",Photo,,,03/06/2018 5:10:59 AM, ,11173,11173,0,14340,14340,0,560,302,479,5,5,10261,8099,0,0,444,0,0,0,0,0,0,0,0,0,0,50,283,51,,53,290,78,,,261,4,52,,419,4,56,5,,,,5,,,
316136345150243_1555087681255097,https://www.facebook.com/camaradeputados/posts/1555087681255097,"Câmara discute a proibição da venda e do consumo em locais públicos, praças e espaços esportivos. O narguilé é um cachimbo de água com tabaco aromatizado e queimado, fumado por uma mangueira. Os estabelecimentos que comercializam o produto serão obrigados a pedir documento de identidade para quem for comprar ou usar o cachimbo. Leia o projeto: https://goo.gl/HC22qj",Photo,,,03/05/2018 2:04:27 PM, ,24411,24411,0,33492,33492,0,1436,1063,1465,7,7,18949,14593,0,0,1026,0,0,0,0,0,0,0,0,0,0,118,474,99,,118,499,142,,,914,14,188,,1247,17,201,5,2,,,5,2,,
316136345150243_1555069841256881,https://www.facebook.com/camaradeputados/posts/1555069841256881,"As escolas públicas, os centros de saúde e locais de atendimento ao público deverão usar plantas aromáticas que sejam reconhecidas como repelentes de insetos, especialmente do mosquito Aedes aegypti, para evitar ou reduzir o uso de produtos químicos. Leia a íntegra do projeto: https://goo.gl/hxar65",Photo,,,03/05/2018 11:57:00 AM, ,15518,15518,0,20003,20003,0,707,474,664,3,5,15860,12591,0,0,592,0,0,0,0,0,0,0,0,0,0,55,278,86,,56,282,101,,,409,43,70,,538,48,78,5,,,,3,,,
316136345150243_1580075032089695,https://www.facebook.com/camaradeputados/posts/1557942417636290,Foto da capa de Câmara dos Deputados,Photo,,,03/05/2018 6:13:47 AM, ,6786,6786,0,9308,9308,0,409,329,437,3,3,7335,5424,0,0,248,0,0,0,0,0,0,0,0,0,0,21,91,47,,23,103,68,,,155,,186,,203,,234,3,,,,3,,,
316136345150243_1539384059492126,https://www.facebook.com/camaradeputados/videos/1539384059492126/,"A presença de Niemeyer no Congresso Nacional vai além do emblemático prédio em forma de H. Outras obras mais singelas também levam sua assinatura, como essa capela ecumênica:",Video,,,03/05/2018 6:02:00 AM, ,10108,10108,0,13074,13074,0,306,252,384,4,4,11673,9085,0,0,269,239,244,0,0,2507,2617,0,0,4931,42259,11,73,22,,12,73,30,,62,210,3,,66,308,3,,3,1,,,3,1,,
316136345150243_1543905822373283,https://www.facebook.com/camaradeputados/posts/1543905822373283,"Sem pagamento de IPI, PIS/Pasep e Cofins, o preço da ração ficará mais baixo. Desta forma, deverá diminuir o número de animais abandonados por tutores que não conseguem sustentar sua alimentação. https://goo.gl/s31zDH",Photo,,,03/02/2018 2:03:00 PM, ,222315,222315,0,313527,313527,0,13337,7463,10740,27,28,58890,41888,0,0,3913,0,0,0,0,0,0,0,0,0,0,1892,7357,1069,,1917,7587,1632,,,6443,321,1412,,8892,333,1515,25,2,1,,24,2,1,
316136345150243_1551796114917587,https://www.facebook.com/camaradeputados/posts/1551796114917587,"Projeto em debate determina que as fotos retocadas por programas de imagem deverão conter a informação &quot;fotografia retocada&quot;. O objetivo é evitar a promoção de padrões de beleza inacessíveis e reduzir os índices de anorexia e bulimia, especialmente entre os jovens. https://goo.gl/QLHrza",Photo,,,03/02/2018 12:03:00 PM, ,27167,27167,0,35811,35811,0,1406,1083,1484,7,7,26012,19731,0,0,1147,0,0,0,0,0,0,0,0,0,0,82,470,233,,82,491,280,,,923,14,214,,1238,14,232,4,3,,,4,3,,
316136345150243_1552163678214164,https://www.facebook.com/camaradeputados/posts/1552163678214164,"Produtos que compõem a cesta básica, como açúcar, arroz, feijão, fubá, entre outros, poderão ser isentos de todos os impostos federais, estaduais e municipais, entre eles ICMS, IPI e PIS. A proposta ainda será discutida nas comissões da Câmara. https://goo.gl/Z4WS7A",Photo,,,03/02/2018 5:59:00 AM, ,19597,19597,0,25856,25856,0,1010,600,848,6,6,16504,12576,0,0,786,0,0,0,0,0,0,0,0,0,0,107,544,111,,115,551,162,,,507,27,109,,707,29,112,6,,,,6,,,
316136345150243_1552772888153243,https://www.facebook.com/camaradeputados/posts/1552772888153243,"Com o objetivo de reduzir o consumo de sucos e refrigerantes com açúcar, a Câmara analisa uma proposta que aumenta de 4% para 5% o IPI destes produtos. Esta mudança visa, em consequência, reduzir a quantidade de brasileiros com excesso de peso. https://goo.gl/piZAAK",Photo,,,03/01/2018 2:01:00 PM, ,782080,782080,0,1190943,1190943,0,67067,56582,85096,63,67,95580,58529,0,0,7812,0,0,0,0,0,0,0,0,0,0,4120,20151,8703,,4120,21906,15806,,,52253,553,9372,,74511,578,10007,54,10,2,1,52,10,2,1
316136345150243_1552176524879546,https://www.facebook.com/camaradeputados/posts/1552176524879546,"Proposta em discussão na Câmara defende a obrigatoriedade de divulgação pela internet dos estoques de remédios das farmácias do SUS.  A atualização das quantidades deve ser diária, de modo que a população possa acompanhar em tempo real. Leia a íntegra do projeto: https://goo.gl/vCjWtv",Photo,,,03/01/2018 12:02:00 PM, ,10780,10780,0,13758,13758,0,338,173,235,4,4,9010,7052,0,0,259,0,0,0,0,0,0,0,0,0,0,47,186,31,,47,200,39,,,147,5,38,,184,6,45,2,2,,,2,2,,
316136345150243_1552170274880171,https://www.facebook.com/camaradeputados/posts/1552170274880171,"No caso de consenso ou decisão da maioria absoluta dos sócios, as empresas poderão ser imediatamente extintas. A única condição é não haver dívidas ou imóveis. O objetivo é desburocratizar os procedimentos legais, contábeis e tributários atualmente em vigor. https://goo.gl/kuv6K4",Photo,,,03/01/2018 6:09:00 AM, ,9786,9786,0,12112,12112,0,292,197,246,1,1,8408,6856,0,0,227,0,0,0,0,0,0,0,0,0,0,29,111,24,,29,114,30,,,146,4,58,,181,4,61,1,,,,1,,,
316136345150243_1553318704765328,https://www.facebook.com/camaradeputados/posts/1553318704765328:0,"A Câmara aprovou a regulamentação dos aplicativos de transporte de pessoas. Os municípios serão responsáveis por regulamentar e fiscalizar o serviço; no entanto, não será exigida autorização específica para o motorista rodar nas cidades. Também não será necessário que o carro tenha placa vermelha nem que esteja registrado no nome do motorista, mas ele deverá apresentar antecedentes criminais. A matéria segue para sanção do Presidente da República. https://goo.gl/UJGqDR",Photo,,,02/28/2018 6:28:02 PM, ,16297,16297,0,21303,21303,0,1282,1048,1338,1,1,14242,10418,0,0,959,0,0,0,0,0,0,0,0,0,0,80,333,80,,80,340,98,,,907,29,205,,1073,29,236,1,,,,1,,,
316136345150243_1553206334776565,https://www.facebook.com/camaradeputados/posts/1553206334776565,"A pena para o crime de furto com uso de explosivos passará a ser de reclusão por 4 a 10 anos; no caso de roubo com arma de fogo ou explosivos, o agravante será de 2/3 com relação à legislação atual. Se houver lesão corporal grave, a reclusão passa a 7 a 18 anos e, se houver morte, de 20 a 30 anos. O projeto segue para o Senado Federal. https://goo.gl/Cj227f",Photo,,,02/28/2018 2:07:53 PM, ,11808,11808,0,15360,15360,0,542,320,388,2,2,10319,7908,0,0,443,0,0,0,0,0,0,0,0,0,0,54,244,80,,55,255,106,,,272,4,58,,322,5,61,2,,,,2,,,
316136345150243_1552963834800815,https://www.facebook.com/camaradeputados/posts/1552963834800815:0,"A Câmara lançou hoje, 28/02, às 15h, o Olerj (Observatório Legislativo da Intervenção Federal na Segurança Pública do Estado do Rio de Janeiro). No site olerj.camara.leg.br a população poderá acompanhar as ações do observatório e estimular a busca de soluções para os problemas levantados. #olerj Acesse: https://goo.gl/mbHyBg",Photo,,,02/28/2018 11:49:07 AM, ,8803,8803,0,11707,11707,0,225,131,176,0,0,7452,5541,0,0,160,0,0,0,0,0,0,0,0,0,0,30,89,41,,30,94,51,,,91,5,39,,126,5,45,,,,,,,,
316136345150243_1553018988128633,https://www.facebook.com/camaradeputados/videos/1553018988128633/,Assista o lançamento na Câmara do Olerj (Observatório Legislativo da Intervenção Federal na Segurança Pública do Estado do Rio de Janeiro) http://olerj.camara.leg.br #olerj,Video,,,02/28/2018 10:14:54 AM, ,15735,15735,0,19898,19898,0,679,596,750,4,4,16900,13219,0,0,599,39,40,0,0,4720,4720,0,0,13095,725067,30,115,68,,31,221,142,,309,313,3,,337,405,3,,4,,,,4,,,
316136345150243_1551182334978965,https://www.facebook.com/camaradeputados/posts/1551182334978965,"Com os aplicativos de comunicação instantânea, tornou-se muito fácil espalhar notícias falsas - as chamadas fake news. Um projeto em discussão na Câmara pretende transformar este ato em crime, com pena de detenção de 2 a 8 meses. https://goo.gl/nwk5Pb",Photo,,,02/28/2018 5:53:00 AM, ,30913,30913,0,40588,40588,0,1580,1058,1570,4,4,21437,16457,0,0,923,0,0,0,0,0,0,0,0,0,0,150,646,273,,159,663,364,,,956,17,145,,1397,19,154,2,2,,,2,2,,
316136345150243_1551181871645678,https://www.facebook.com/camaradeputados/posts/1551181871645678,"O objetivo da proposta é zelar pela integridade física e psicológica desses indivíduos, ao garantir que eles tenham alas ou dependências de uso exclusivo. A legislação atual já prevê a separação de homens, mulheres e idosos. Conheça a íntegra do projeto, que ainda será discutido nas comissões da Câmara: https://goo.gl/XgtFA4. Participe do debate. Dê sua opinião!",Photo,,,02/27/2018 2:02:00 PM, ,20596,20596,0,27761,27761,0,1485,1141,1712,10,10,13872,10166,0,0,878,0,0,0,0,0,0,0,0,0,0,55,539,206,,55,580,301,,,1054,19,143,,1526,19,167,8,2,,,8,2,,
316136345150243_1551177818312750,https://www.facebook.com/camaradeputados/posts/1551177818312750,"O objetivo é que os pais estejam com seus filhos durante o período de férias escolares, para garantir a atenção continuada e a estimulação motora e cognitiva de filho com deficiência. Veja a íntegra da proposta, que ainda será discutida nas comissões da Câmara: https://goo.gl/dkzMKk.",Photo,,,02/27/2018 12:09:00 PM, ,10112,10112,0,12993,12993,0,449,252,377,3,3,9331,7323,0,0,353,0,0,0,0,0,0,0,0,0,0,48,179,29,,48,179,41,,,185,4,73,,295,5,77,3,,,,3,,,
316136345150243_1551901261573739,https://www.facebook.com/camaradeputados/posts/1551901261573739,"Câmara analisa as propostas de alteração enviadas pelo Senado Federal para o projeto de lei que regulamenta os aplicativos de transporte de passageiros. Entre as principais alterações estão a retirada dos municípios da obrigação de autorizar a atividade, ficando somente responsáveis pela fiscalização; deixa de ser obrigatório que o motorista seja o proprietário do veículo, bem como do uso de placa vermelha nos carros. https://goo.gl/DKXJTo",Photo,,,02/27/2018 7:26:13 AM, ,34614,34614,0,51071,51071,0,2619,2184,2916,8,14,23759,17377,0,0,1171,0,0,0,0,0,0,0,0,0,0,98,561,316,,107,618,747,,,2006,40,309,,2531,41,344,9,5,,,6,2,,
316136345150243_1551030464994152,https://www.facebook.com/camaradeputados/posts/1551030464994152,"A lei atual prevê apenas multa nos casos de comportamento antissocial. A mudança busca proteger o direito dos demais moradores, caso as atitudes prejudiquem o uso das demais unidades ou os exponha a risco. A matéria será discutida na Comissão de Constituição e Justiça e Cidadania e, se aprovada, seguirá para o Senado Federal. https://goo.gl/PzJBVW",Photo,,,02/27/2018 5:55:00 AM, ,51094,51094,0,71901,71901,0,4505,3795,5530,8,9,29484,21942,0,0,1845,0,0,0,0,0,0,0,0,0,0,280,1033,347,,289,1058,551,,,3488,98,475,,4926,103,501,9,,,,8,,,
316136345150243_1551193714977827,https://www.facebook.com/camaradeputados/posts/1551193714977827,Foto da capa de Câmara dos Deputados,Photo,,,02/26/2018 2:58:11 PM, ,8144,8144,0,11337,11337,0,367,269,358,5,5,9529,6738,0,0,323,0,0,0,0,0,0,0,0,0,0,7,138,39,,7,140,53,,,226,1,62,,287,1,70,4,1,,,4,1,,
316136345150243_1551165464980652,https://www.facebook.com/camaradeputados/posts/1551165524980646:0,Câmara dos Deputados,Photo,,,02/26/2018 2:15:26 PM, ,131,131,0,187,187,0,193,69,117,2,2,22,14,0,0,151,0,0,0,0,0,0,0,0,0,0,3,104,34,,3,104,39,,,6,,63,,6,,111,1,1,,,1,1,,
316136345150243_1550880855009113,https://www.facebook.com/camaradeputados/posts/1550880855009113,"O crime se caracterizará por mais de uma lesão corporal praticada simultaneamente, seja leve, grave ou gravíssima e terá pena de 5 meses a 1 ano e 8 meses de detenção. Atualmente, a lei não faz distinção entre uma ou mais lesões e prevê detenção de três meses a um ano. https://goo.gl/a2weoC #segurança",Photo,,,02/26/2018 2:04:01 PM, ,14768,14768,0,18856,18856,0,695,539,821,6,7,14583,11355,0,0,544,0,0,0,0,0,0,0,0,0,0,48,192,99,,49,192,158,,,480,8,88,,723,8,90,5,2,,,5,2,,
316136345150243_1550910735006125,https://www.facebook.com/camaradeputados/posts/1550910735006125,"A curatela é a permissão judicial para que a própria pessoa solicite que outra cuide de seus interesses. Outra inovação com relação à legislação atual é que, para a escolha do curador, o juiz levará em conta a vontade e as preferências do curatelado. https://goo.gl/3ud5Li",Photo,,,02/26/2018 12:06:00 PM, ,7731,7731,0,9604,9604,0,168,105,143,0,0,7533,6004,0,0,141,0,0,0,0,0,0,0,0,0,0,29,68,9,,31,69,11,,,84,9,26,,106,9,28,,,,,,,,
316136345150243_1546212102142655,https://www.facebook.com/camaradeputados/posts/1546212102142655,O objetivo é garantir o fornecimento gratuito de fraldas descartáveis geriátricas para pessoas idosas e pessoas com deficiência com incontinência ou doenças que comprovem sua necessidade. https://goo.gl/3KkvfQ,Photo,,,02/26/2018 6:03:00 AM, ,28852,28852,0,36558,36558,0,1240,826,1077,13,13,19213,15305,0,0,792,0,0,0,0,0,0,0,0,0,0,164,494,126,,170,507,142,,,692,48,150,,866,50,161,11,2,,,11,2,,
